Entity,Code,Year,Coal (% of total),Nuclear (Rate),Natural gas (Rate),Oil (Rate),Hydroelectric (Rate),Other renewables (excluding hydro) (Rate)
Middle income,,1971,23.2058994121461,0.135878340411851,4.47054440857354,8.95326956481923,18.3489312843178,0.233429328234579
Middle income,,1972,22.1852285829539,0.118323514795713,4.13118373525629,9.95667985335531,18.7474378620502,0.209098790091696
Middle income,,1973,20.6408286027013,0.236286244015676,4.10744254180584,11.3471655450225,18.7905322852111,0.225697119746826
Middle income,,1974,20.1722592776704,0.295815453748234,4.0634488504715,10.9496999962984,19.6208882524125,0.245840507902095
Middle income,,1975,20.2414708196462,0.428543385002611,4.14512941248161,11.0747907694512,19.1968176104316,0.261200341489923
Middle income,,1976,18.8112956064132,0.604693682856222,3.95718760573925,12.2717086651998,19.4282184350418,0.274848343252806
Middle income,,1977,19.0843906881548,0.541417718824807,3.70773610243823,12.2076218542065,19.5287231263975,0.278062848481203
Middle income,,1978,19.4462567199191,0.511489830250361,3.47205794434004,12.7158977752242,18.9302897034091,0.271960365360365
Middle income,,1979,18.7956213717528,0.483594036596817,3.62260118651157,13.0235257049929,19.1033102545815,0.319299784067526
Middle income,,1980,18.2433776675686,0.449073786616196,4.03950883885956,13.2478236534064,19.0072635425991,0.36090484945333
Middle income,,1981,17.9607621312959,0.566928979300812,4.30031084111958,12.8829882293841,19.2535816246958,0.408105832373823
Middle income,,1982,18.4215401920516,0.561350585702933,4.71615112181137,12.300560575667,18.917007611183,0.456067551754016
Middle income,,1983,18.505388151639,0.657270098232663,4.58287825205067,12.5516859475075,18.5651436918897,0.51031149685054
Middle income,,1984,19.1834209612475,0.854458314522077,4.64803191944652,11.6866426357774,18.5143675298783,0.48575627729812
Middle income,,1985,20.8630696425218,0.955404399369758,4.47254511700545,10.4484756136857,18.2531672913802,0.480041893758092
Middle income,,1986,21.6625249572219,0.864433073463166,4.38692681597945,10.1424658503888,17.9079285340942,0.508424726573522
Middle income,,1987,22.4699541079085,0.764049450357264,4.81047213375096,9.51208555156283,17.4022431694441,0.51389954469735
Middle income,,1988,22.1802419720122,0.942494434652805,4.90589898724283,8.93087424125933,18.0129643084748,0.500230014079023
Middle income,,1989,22.7319198307867,0.869612904244326,5.16080310508813,8.60211394585255,17.6148353499665,0.49341882178281
Middle income,,1990,32.92856046323,5.87127861984427,22.7249953052275,14.0277887944879,23.2734793265041,0.516669284006582
Middle income,,1991,33.8354388313978,5.72800912065687,22.1898256089099,13.4162076001403,23.6754662825173,0.546648943567969
Middle income,,1992,35.4586043121602,5.64485742746516,21.3144874122176,12.551496273761,23.7263006889632,0.608431663825757
Middle income,,1993,35.9804265035011,5.5614498157075,20.5673810770652,11.8457973763327,24.7423686182126,0.593843713629161
Middle income,,1994,37.6094849255191,5.17520107861963,19.2705628506511,11.1903780787973,25.4887544493933,0.632713115473035
Middle income,,1995,38.0011552929821,5.29015867745547,18.9144681962807,10.9658085082175,25.5035230519627,0.705465915635457
Middle income,,1996,38.8297607533374,5.64597197103038,19.0195212822189,10.4040312928413,24.7834238958108,0.69253119573434
Middle income,,1997,39.0390556866034,5.61407781074985,19.200242660523,10.3382222817867,24.4702674954735,0.720897214752366
Middle income,,1998,38.6521502100911,5.3416747137878,19.3616665185071,10.5181467428079,24.7901787317294,0.74492349939917
Middle income,,1999,39.4000805232591,5.44887913162883,19.9510007745259,9.69089980561526,24.0898892333104,0.814881665400847
Middle income,,2000,40.542977420726,5.60953682743634,19.9380069537862,9.34563995181875,23.1607561919212,0.856454677999785
Middle income,,2001,41.0496702759249,5.70051898910889,20.6008553387944,8.63846220332863,22.5723186165136,0.886732397680333
Middle income,,2002,42.0371734222265,5.68008637707132,20.8295501642551,8.0879473187708,21.8540418797891,0.885940192384155
Middle income,,2003,43.667325132337,5.67327681946449,21.2691783355986,7.11329950120844,20.7784474179595,0.903861217495434
Middle income,,2004,43.7562236909017,5.34030030132455,21.0013052387071,6.85201245684376,21.5684108058608,0.911688217440114
Middle income,,2005,45.2014738843308,5.11681086677876,20.5616527671681,5.97586879443733,21.5670343558319,0.969205939296542
Middle income,,2006,46.9568620023738,4.90145040548453,19.9881662005577,5.41990904951357,21.0451710530291,1.01836995920773
Middle income,,2007,48.5307894517299,4.65069734693119,19.9468149768105,4.81680427836435,20.2679415609502,1.11843936710007
Middle income,,2008,48.2845925665667,4.59242750126464,20.0265007782501,4.66438565218728,20.5119279971029,1.32619420778858
Middle income,,2009,48.6209098261043,4.44346799257717,19.8861662355991,4.38220351473783,20.3830802898877,1.65043585570926
Middle income,,2010,48.8107960110058,4.28407390934987,19.8936143513468,4.01763241653846,20.3604684254161,1.9407396225883
Middle income,,2011,50.871877620399,4.27383260942774,18.5018493547382,4.24182162647083,19.2167512457669,2.22395956606878
Middle income,,2012,50.2579857607933,4.20648293821027,18.2337213470085,4.2025515967436,19.807202299969,2.62476240629412
Middle income,,2013,50.9078787693557,4.0641614996479,17.5309965404533,4.0177961212594,19.5197503972816,3.2373900461123
Middle income,,2014,50.0954745743962,4.20216460073895,17.8794608918222,3.70607107246993,19.6275681713177,3.71135959004297
Middle income,,2015,49.5553630620051,,18.1375790841552,3.30606578836824,19.3501093750808,4.33784051725796
Moldova,MDA,1990,30.7502620060416,0,42.2785278342889,25.3868442142901,1.58436594537945,0
Moldova,MDA,1991,30.4824561403509,0,40.530303030303,26.6679957469431,2.31924508240298,0
Moldova,MDA,1992,29.9861068230936,0,45.0833590614387,22.9314603272615,1.99907378820624,0
Moldova,MDA,1993,34.1087274920307,0,46.8424226759714,15.8180408374257,3.23080899457224,0
Moldova,MDA,1994,37.9626700411262,0,54.2022566698302,4.9035115469788,2.93156174206475,0
Moldova,MDA,1995,25.0885245901639,0,65.8754098360656,4.78688524590164,4.24918032786885,0
Moldova,MDA,1996,18.5034013605442,0,71.2925170068027,5.22448979591837,4.97959183673469,0
Moldova,MDA,1997,7.56471864827159,0,83.2119051309874,3.30181367229887,5.9215625484421,0
Moldova,MDA,1998,7.75193798449612,0,82.9767441860465,3.42635658914729,5.84496124031008,0
Moldova,MDA,1999,3.44086021505376,0,88.4367245657568,1.88585607940447,6.23655913978495,0
Moldova,MDA,2000,2.94327506243311,0,89.7609703888691,0.570816981805209,6.72493756689262,0
Moldova,MDA,2001,1.98631280253714,0,91.1700884660324,0.550826239359039,6.29277249207144,0
Moldova,MDA,2002,2.10598998791645,0,91.0063870188158,0.37976868634559,6.50785430692215,0
Moldova,MDA,2003,3.11505610450511,0,90.2863841902529,0.284709428906381,6.31385027633562,0
Moldova,MDA,2004,0,0,93.3230346721593,0.205973223480947,6.47099210435977,0
Moldova,MDA,2005,0,0,93.5392320534224,0.1669449081803,6.29382303839733,0
Moldova,MDA,2006,0,0,93.6145764937623,0.196979645436638,6.18844386080105,0
Moldova,MDA,2007,0,0,93.5320013545547,0.0846596681341009,6.38333897731121,0
Moldova,MDA,2008,0,0,93.3244769179674,0.215875124543341,6.45964795748921,0
Moldova,MDA,2009,0,0,93.4494998386576,0.774443368828654,5.77605679251371,0
Moldova,MDA,2010,0,0,92.8676590871912,0.474398822182235,6.65794209062653,0
Moldova,MDA,2011,0,0,93.5706878672658,0.345661942620118,6.08365019011407,0
Moldova,MDA,2012,0,0,95.0879007238883,0.275766976904516,4.63633229920717,0
Moldova,MDA,2013,0,0,92.6742373636161,0.356268091739034,6.90269427744378,0.0668002672010688
Moldova,MDA,2014,0,0,93.5339188936647,0.261633339562699,5.92412633152682,0.280321435245748
Moldova,MDA,2015,0,,94.4836644229191,0.147758988671811,5.05664094565753,0.311935642751601
Mongolia,MNG,1985,90.9602532536053,0,0,9.03974674639465,0,0
Mongolia,MNG,1986,92.6182965299685,0,0,7.38170347003155,0,0
Mongolia,MNG,1987,93.1621379516274,0,0,6.83786204837265,0,0
Mongolia,MNG,1988,92.8611738148984,0,0,7.13882618510158,0,0
Mongolia,MNG,1989,93.5637998875773,0,0,6.43620011242271,0,0
Mongolia,MNG,1990,92.1146953405018,0,0,7.88530465949821,0,0
Mongolia,MNG,1991,92.1647568906782,0,0,7.83524310932177,0,0
Mongolia,MNG,1992,94.6398088084671,0,0,5.36019119153295,0,0
Mongolia,MNG,1993,91.3632842757552,0,0,8.63671572424477,0,0
Mongolia,MNG,1994,94.4014732965009,0,0,5.59852670349908,0,0
Mongolia,MNG,1995,95.7001522070015,0,0,4.29984779299848,0,0
Mongolia,MNG,1996,95.4858454475899,0,0,4.5141545524101,0,0
Mongolia,MNG,1997,95.4921111945905,0,0,4.50788880540947,0,0
Mongolia,MNG,1998,95.6635514018692,0,0,4.33644859813084,0,0
Mongolia,MNG,1999,96.3054187192118,0,0,3.69458128078818,0,0
Mongolia,MNG,2000,97.0128988458927,0,0,2.98710115410726,0,0
Mongolia,MNG,2001,96.7517401392111,0,0,3.24825986078886,0,0
Mongolia,MNG,2002,97.172236503856,0,0,2.82776349614396,0,0
Mongolia,MNG,2003,96.8451242829828,0,0,3.15487571701721,0,0
Mongolia,MNG,2004,96.6091432031486,0,0,3.39085679685135,0,0
Mongolia,MNG,2005,96.958174904943,0,0,3.04182509505703,0,0
Mongolia,MNG,2006,96.7832957110609,0,0,3.21670428893905,0,0
Mongolia,MNG,2007,95.9470413401783,0,0,4.05295865982167,0,0
Mongolia,MNG,2008,96.0009997500625,0,0,3.99900024993752,0,0
Mongolia,MNG,2009,96.2366922505571,0,0,3.76330774944293,0,0
Mongolia,MNG,2010,95.8497565499652,0,0,4.15024345003478,0,0
Mongolia,MNG,2011,94.7971781305115,0,0,5.20282186948854,0,0
Mongolia,MNG,2012,94.7466777408638,0,0,5.25332225913621,0,0
Mongolia,MNG,2013,92.9482071713147,0,0,5.35856573705179,0,1.69322709163347
Mongolia,MNG,2014,92.3363095238095,0,0,4.50148809523809,0,3.16220238095238
Mongolia,MNG,2015,92.7444222746236,,0,4.17195719209142,0,3.08362053328496
Montenegro,MNE,2005,34.8463687150838,0,0,0,65.1536312849162,0
Montenegro,MNE,2006,40.7181571815718,0,0,0,59.2818428184282,0
Montenegro,MNE,2007,40.1119402985075,0,0,0,59.8880597014925,0
Montenegro,MNE,2008,45.5799151343706,0,0,0,54.4200848656294,0
Montenegro,MNE,2009,24.963768115942,0,0,0,75.036231884058,0
Montenegro,MNE,2010,31.6260566882148,0,0,0,68.3739433117852,0
Montenegro,MNE,2011,54.6686746987952,0,0,0,45.3313253012048,0
Montenegro,MNE,2012,48.0661040787623,0,0,0,51.9338959212377,0
Montenegro,MNE,2013,36.5272496831432,0,0,0,63.4727503168568,0
Montenegro,MNE,2014,44.7841159785692,0,0,0,55.2158840214308,0
Montenegro,MNE,2015,50.3496503496504,,0,0,49.6503496503497,0
Morocco,MAR,1971,13.4061135371179,0,0,20.2183406113537,66.3755458515284,0
Morocco,MAR,1972,25.478194338179,0,0,13.4659525631217,61.0558530986993,0
Morocco,MAR,1973,27.5130434782609,0,0,31.0260869565217,41.4608695652174,0
Morocco,MAR,1974,28.7809647979139,0,0,27.6401564537158,43.5788787483703,0
Morocco,MAR,1975,34.108289996941,0,0,34.811869073111,31.079840929948,0
Morocco,MAR,1976,31.9933462711395,0,0,40.3382312170779,27.6684225117826,0
Morocco,MAR,1977,29.0064902646031,0,0,36.9196205691463,34.0738891662506,0
Morocco,MAR,1978,27.7347310847767,0,0,39.9954421148587,32.2698268003646,0
Morocco,MAR,1979,18.7979274611399,0,0,48.4145077720207,32.7875647668394,0
Morocco,MAR,1980,19.4777968362874,0,0,51.6485610825234,28.8736420811892,0
Morocco,MAR,1981,20.8798882681564,0,0,61.2430167597765,17.877094972067,0
Morocco,MAR,1982,18.2262001627339,0,0,72.4654190398698,9.30838079739626,0
Morocco,MAR,1983,20.400837571044,0,0,72.4050254262638,7.19413700269219,0
Morocco,MAR,1984,18.1910128594134,0,0,76.5207339979772,5.28825314260945,0
Morocco,MAR,1985,15.5752212389381,0,0,77.8080326752893,6.61674608577263,0
Morocco,MAR,1986,27.0736733642452,0,0,64.644513137558,8.28181349819681,0
Morocco,MAR,1987,34.3457067866517,0,0,55.3430821147357,10.3112110986127,0
Morocco,MAR,1988,29.1852181656278,0,0,60.3962600178094,10.4185218165628,0
Morocco,MAR,1989,21.9193262411348,0,0,65.2593085106383,12.821365248227,0
Morocco,MAR,1990,22.9746572496884,0,0,64.353967594516,12.6713751557956,0
Morocco,MAR,1991,19.7284084736556,0,0,66.9527430744161,13.3188484519283,0
Morocco,MAR,1992,17.1622594917173,0,0,72.9190245910073,9.91871591727544,0
Morocco,MAR,1993,25.5802219979818,0,0,69.949545913219,4.47023208879919,0
Morocco,MAR,1994,25.6146469049695,0,0,67.0619006102877,7.32345248474281,0
Morocco,MAR,1995,49.3549454184585,0,0,45.592127026133,5.05292755540853,0
Morocco,MAR,1996,47.3680012761206,0,0,37.0234487159036,15.6085500079758,0
Morocco,MAR,1997,47.1051276392261,0,0,37.5708085043773,15.3240638563967,0
Morocco,MAR,1998,57.6187538556447,0,0,28.6782850092535,13.7029611351018,0
Morocco,MAR,1999,53.5711516091508,0,0,40.0310197751066,6.39782861574254,0
Morocco,MAR,2000,68.2811163803156,0,0,25.6394309259115,5.58190157816995,0.497551115602892
Morocco,MAR,2001,77.356107935664,0,0,15.4858434135318,5.78891399707564,1.36913465372857
Morocco,MAR,2002,75.5956678700361,0,0,17.5516901870692,5.57925828683951,1.27338365605514
Morocco,MAR,2003,70.8830980817952,0,0,19.1096634093377,8.78272409217035,1.22451441669683
Morocco,MAR,2004,70.7088393109291,0,0.711663371928834,18.3733408641627,9.08218017509178,1.1239762778876
Morocco,MAR,2005,65.9979263867289,0,10.3836184551581,17.4753758424054,5.07516848107828,1.06791083462934
Morocco,MAR,2006,64.9516713652839,0,12.6459927507048,16.4569069673782,5.02416431735803,0.92126459927507
Morocco,MAR,2007,62.6074282555159,0,14.1880685530482,17.2035985324421,4.59868321857566,1.40222144041815
Morocco,MAR,2008,56.7217898832685,0,13.9445525291829,23.3657587548638,4.51848249027237,1.44941634241245
Morocco,MAR,2009,51.3738472452116,0,14.4431307637739,20.1891700165524,12.1447150626626,1.84913691179948
Morocco,MAR,2010,45.9023318688746,0,12.5168976005407,24.1466711726935,14.650219668807,2.78387968908415
Morocco,MAR,2011,46.704790850196,0,16.2001119731265,26.3056866352075,8.0220747020715,2.76733583939854
Morocco,MAR,2012,43.3729650631059,0,22.6852021218218,25.3118712273642,5.96670934699104,2.66325224071703
Morocco,MAR,2013,43.3920069254076,0,21.0034627037945,20.9565719232434,9.30601644784302,5.34194199971144
Morocco,MAR,2014,55.0267863354902,0,19.4809712655674,13.1044319209629,5.69470535030961,6.69310512766994
Morocco,MAR,2015,55.525632706035,,18.7670343932511,7.17391304347826,6.11615833874108,8.19273199221285
Mozambique,MOZ,1971,0,0,0,66.7655786350148,33.2344213649852,0
Mozambique,MOZ,1972,0,0,0,67.8733031674208,32.1266968325792,0
Mozambique,MOZ,1973,0,0,0,70.2028081123245,29.7971918876755,0
Mozambique,MOZ,1974,0,0,0,10.5756358768407,89.4243641231593,0
Mozambique,MOZ,1975,0,0,0,13.5761589403974,86.4238410596027,0
Mozambique,MOZ,1976,0,0,0,12.8388017118402,87.1611982881598,0
Mozambique,MOZ,1977,0,0,0,12.0056497175141,87.9943502824859,0
Mozambique,MOZ,1978,0,0,0,8.21917808219178,91.7808219178082,0
Mozambique,MOZ,1979,0,0,0,13.265306122449,86.734693877551,0
Mozambique,MOZ,1980,17.5324675324675,0,0,17.3160173160173,65.1515151515152,0
Mozambique,MOZ,1981,40.0862068965517,0,0,35.3448275862069,24.5689655172414,0
Mozambique,MOZ,1982,19.2488262910798,0,0,21.1267605633803,59.6244131455399,0
Mozambique,MOZ,1983,23.021582733813,0,0,20.3836930455636,56.5947242206235,0
Mozambique,MOZ,1984,20.3517587939699,0,0,18.3417085427136,61.3065326633166,0
Mozambique,MOZ,1985,19.6363636363636,0,0.545454545454546,11.6363636363636,68.1818181818182,0
Mozambique,MOZ,1986,22.5806451612903,0,0.32258064516129,21.2903225806452,55.8064516129032,0
Mozambique,MOZ,1987,24.4047619047619,0,0,22.0238095238095,53.5714285714286,0
Mozambique,MOZ,1988,28.7833827893175,0,0,21.9584569732938,49.2581602373887,0
Mozambique,MOZ,1989,20.9745762711864,0,0.211864406779661,18.6440677966102,60.1694915254237,0
Mozambique,MOZ,1990,13.8766519823789,0,0,23.568281938326,62.5550660792952,0
Mozambique,MOZ,1991,16.7728237791932,0,0,14.6496815286624,68.5774946921444,0
Mozambique,MOZ,1992,11.7788461538462,0,0.240384615384615,9.85576923076923,78.125,0
Mozambique,MOZ,1993,4.08163265306122,0,0.255102040816327,7.90816326530612,87.7551020408163,0
Mozambique,MOZ,1994,0,0,0.253164556962025,7.08860759493671,92.6582278481013,0
Mozambique,MOZ,1995,0,0,0.245098039215686,6.86274509803922,92.8921568627451,0
Mozambique,MOZ,1996,0,0,0.210084033613445,5.46218487394958,94.327731092437,0
Mozambique,MOZ,1997,0,0,0.199004975124378,2.58706467661692,97.2139303482587,0
Mozambique,MOZ,1998,0,0,0.0291375291375291,0.364219114219114,99.6066433566434,0
Mozambique,MOZ,1999,0,0,0.0259403372243839,0.285343709468223,99.6887159533074,0
Mozambique,MOZ,2000,0,0,0.0206270627062706,0.433168316831683,99.546204620462,0
Mozambique,MOZ,2001,0,0,0.016827934371056,0.353386621792175,99.6297854438368,0
Mozambique,MOZ,2002,0,0,0.0314663310258024,0.26746381371932,99.7010698552549,0
Mozambique,MOZ,2003,0,0,0.0275052718437701,0.311726414229394,99.6607683139268,0
Mozambique,MOZ,2004,0,0,0.0597575550623186,0.332934949632918,99.6073074953048,0
Mozambique,MOZ,2005,0,0,0.0526910048927362,0.105382009785472,99.8419269853218,0
Mozambique,MOZ,2006,0,0,0.0542851326592929,0.0814276989889394,99.8642871683518,0
Mozambique,MOZ,2007,0,0,0.0622045284896741,0.0186613585469022,99.9191341129634,0
Mozambique,MOZ,2008,0,0,0.0793283532755999,0.00661069610629999,99.9140609506181,0
Mozambique,MOZ,2009,0,0,0.0707422036196428,0.00589518363497023,99.9233626127454,0
Mozambique,MOZ,2010,0,0,0.108004320172807,0.00600024000960038,99.8859954398176,0
Mozambique,MOZ,2011,0,0,0.11883541295306,0,99.8811645870469,0
Mozambique,MOZ,2012,0,0,0.138467624950547,0,99.8615323750494,0
Mozambique,MOZ,2013,0,0,2.34306814367237,0,97.6569318563276,0
Mozambique,MOZ,2014,0,0,8.84242560865645,0,91.1575743913436,0
Mozambique,MOZ,2015,0,,12.8257921960528,0.7633204439311,86.4108873600161,0
Myanmar,MMR,1971,3.90738060781476,0,3.90738060781476,23.1548480463097,69.0303907380608,0
Myanmar,MMR,1972,3.93184796854522,0,4.98034076015727,19.5281782437746,71.5596330275229,0
Myanmar,MMR,1973,2.557856272838,0,6.57734470158343,20.7064555420219,70.1583434835566,0
Myanmar,MMR,1974,2.12765957446809,0,6.02836879432624,24.7044917257683,67.1394799054374,0
Myanmar,MMR,1975,2.96523517382413,0,11.0429447852761,28.0163599182004,57.9754601226994,0
Myanmar,MMR,1976,1.46520146520147,0,8.88278388278388,31.1355311355311,58.5164835164835,0
Myanmar,MMR,1977,1.59529806884971,0,8.31234256926952,29.8908480268682,60.2015113350126,0
Myanmar,MMR,1978,1.93081255028158,0,8.5277554304103,30.3298471440064,59.2115848753017,0
Myanmar,MMR,1979,1.7910447761194,0,11.7910447761194,28.955223880597,57.4626865671642,0
Myanmar,MMR,1980,1.9502353732347,0,13.1809011432414,31.3382649630128,53.5305985205111,0
Myanmar,MMR,1981,1.86379928315412,0,14.5519713261649,21.9354838709677,61.6487455197133,0
Myanmar,MMR,1982,1.99742268041237,0,15.270618556701,23.0025773195876,59.729381443299,0
Myanmar,MMR,1983,2.02985074626866,0,17.0746268656716,21.6119402985075,59.2835820895522,0
Myanmar,MMR,1984,1.53439153439153,0,25.1322751322751,19.8412698412698,53.4920634920635,0
Myanmar,MMR,1985,1.98206701274186,0,31.0523831996225,19.6319018404908,47.3336479471449,0
Myanmar,MMR,1986,2.271714922049,0,35.5902004454343,15.7238307349666,46.4142538975501,0
Myanmar,MMR,1987,1.72413793103448,0,34.8706896551724,19.2672413793103,44.1379310344828,0
Myanmar,MMR,1988,1.66217430368374,0,42.8571428571429,13.4770889487871,42.0035938903863,0
Myanmar,MMR,1989,1.48356054530874,0,40.9783480352847,7.81876503608661,49.71932638332,0
Myanmar,MMR,1990,1.61420500403551,0,39.3058918482647,10.9362389023406,48.1436642453592,0
Myanmar,MMR,1991,1.8677624206201,0,39.0735898393724,12.7381397086291,46.3205080313784,0
Myanmar,MMR,1992,0.166889185580774,0,38.8851802403204,10.2803738317757,50.6675567423231,0
Myanmar,MMR,1993,0.147710487444609,0,41.4180206794682,8.06499261447563,50.3692762186115,0
Myanmar,MMR,1994,0.139120756816917,0,50.4451864218141,4.50751252086811,44.9081803005008,0
Myanmar,MMR,1995,0,0,54.5745992601726,5.37607891491985,40.0493218249075,0
Myanmar,MMR,1996,0,0,53.8656527249683,4.28390367553866,41.850443599493,0
Myanmar,MMR,1997,0,0,56.3329583802025,5.73678290213723,37.9302587176603,0
Myanmar,MMR,1998,0,0,70.59676250302,6.47499395989369,22.9282435370863,0
Myanmar,MMR,1999,0,0,62.0392325932313,15.5852554429834,22.3755119637853,0
Myanmar,MMR,2000,0,0,49.5310668229777,13.5013677217663,36.967565455256,0
Myanmar,MMR,2001,0,0,49.7973981659202,11.3457027084666,38.8568991256131,0
Myanmar,MMR,2002,12.6479873717443,0,45.1262825572218,0.572217837411208,41.6535122336227,0
Myanmar,MMR,2003,11.6866359447005,0,49.4930875576037,0.571428571428571,38.2488479262673,0
Myanmar,MMR,2004,7.22053842039579,0,49.2601176680335,0.588340167587805,42.9310037439829,0
Myanmar,MMR,2005,9.7905585106383,0,39.8271276595745,0.565159574468085,49.8171542553192,0
Myanmar,MMR,2006,12.7514600908501,0,32.8520441271901,0.45425048669695,53.9422452952628,0
Myanmar,MMR,2007,13.3614627285513,0,29.5514924206907,0.531333020784498,56.5557118299734,0
Myanmar,MMR,2008,9.2721232256116,0,28.646934460888,0.604047115675023,61.4768951978254,0
Myanmar,MMR,2009,6.79207352096496,0,17.303273980471,0.430786904078116,75.4738655944859,0
Myanmar,MMR,2010,8.89566485483229,0,22.988200981042,0.43749171417208,67.6786424499536,0
Myanmar,MMR,2011,7.33684637211188,0,16.0924199432509,0.3850830968788,76.1856505877584,0
Myanmar,MMR,2012,7.18412225121133,0,19.9776369735371,0.475214312336936,72.3630264629146,0
Myanmar,MMR,2013,4.64603576386054,0,22.8137503061974,0.498081162733731,72.0421327672083,0
Myanmar,MMR,2014,2.02020202020202,0,35.1557533375715,0.459136822773186,62.3649078194533,0
Myanmar,MMR,2015,1.78459611772073,,39.0169067000626,0.344395742016281,58.8541014402004,0
Namibia,NAM,1991,1.51187904967603,0,0,3.3117350611951,95.1763858891289,0
Namibia,NAM,1992,1.1965811965812,0,0,0.598290598290598,98.2051282051282,0
Namibia,NAM,1993,14.8243359040274,0,0,2.31362467866324,82.8620394173093,0
Namibia,NAM,1994,20.7093821510297,0,0,2.40274599542334,76.8878718535469,0
Namibia,NAM,1995,2.13492741246798,0,0,1.02476515798463,96.8403074295474,0
Namibia,NAM,1996,2.35162374020157,0,0,2.01567749160134,95.6326987681971,0
Namibia,NAM,1997,2.33644859813084,0,0,2.64797507788162,95.0155763239875,0
Namibia,NAM,1998,1.4720314033366,0,0,1.17762512266928,97.3503434739941,0
Namibia,NAM,1999,0.909842845326716,0,0,2.39867659222498,96.6914805624483,0
Namibia,NAM,2000,0.7818052594172,0,0,0,99.2181947405828,0
Namibia,NAM,2001,0,0,0,0,100,0
Namibia,NAM,2002,0.349895031490553,0,0,0.0699790062981106,99.5801259622113,0
Namibia,NAM,2003,0.0703729767769177,0,0,0.0703729767769177,99.8592540464462,0
Namibia,NAM,2004,0.725163161711385,0,0,0.145032632342277,99.1298042059463,0
Namibia,NAM,2005,0.180722891566265,0,0,0.0602409638554217,99.7590361445783,0
Namibia,NAM,2006,5.23038605230386,0,0,0.62266500622665,94.1469489414695,0
Namibia,NAM,2007,1.96700507614213,0,0,0.190355329949239,97.8426395939086,0
Namibia,NAM,2008,10.6234096692112,0,0,0.636132315521628,88.7404580152672,0
Namibia,NAM,2009,5.23489932885906,0,0,0.201342281879195,94.5637583892617,0
Namibia,NAM,2010,4.21455938697318,0,0,0.229885057471264,95.5555555555556,0
Namibia,NAM,2011,1.3986013986014,0,0,0.41958041958042,98.1818181818182,0
Namibia,NAM,2012,0.912964090079124,0,0,1.27814972611077,97.8088861838101,0
Namibia,NAM,2013,3.08039068369647,0,0,1.35236664162284,95.5672426746807,0
Namibia,NAM,2014,0,0,0,0.867823765020027,99.13217623498,0
Namibia,NAM,2015,0.455729166666667,,0,1.7578125,97.7864583333333,0
Nepal,NPL,1971,0,0,0,22.093023255814,77.9069767441861,0
Nepal,NPL,1972,0,0,0,21.4953271028037,78.5046728971963,0
Nepal,NPL,1973,0,0,0,22.1153846153846,77.8846153846154,0
Nepal,NPL,1974,0,0,0,14.2857142857143,85.7142857142857,0
Nepal,NPL,1975,0,0,0,14.7727272727273,85.2272727272727,0
Nepal,NPL,1976,0,0,0,9.79020979020979,90.2097902097902,0
Nepal,NPL,1977,0,0,0,11.4649681528662,88.5350318471338,0
Nepal,NPL,1978,0,0,0,12.0689655172414,87.9310344827586,0
Nepal,NPL,1979,0,0,0,11.9170984455959,88.0829015544041,0
Nepal,NPL,1980,0,0,0,6.45161290322581,93.5483870967742,0
Nepal,NPL,1981,0,0,0,3.95256916996047,96.0474308300395,0
Nepal,NPL,1982,0,0,0,1.54320987654321,98.4567901234568,0
Nepal,NPL,1983,0,0,0,0.835654596100279,99.1643454038997,0
Nepal,NPL,1984,0,0,0,1.03626943005181,98.9637305699482,0
Nepal,NPL,1985,0,0,0,0.697674418604651,99.3023255813954,0
Nepal,NPL,1986,0,0,0,0.184842883548983,99.815157116451,0
Nepal,NPL,1987,0,0,0,1.06382978723404,98.936170212766,0
Nepal,NPL,1988,0,0,0,3.76712328767123,96.2328767123288,0
Nepal,NPL,1989,0,0,0,0.139664804469274,99.8603351955307,0
Nepal,NPL,1990,0,0,0,0.113895216400911,99.8861047835991,0
Nepal,NPL,1991,0,0,0,3.43347639484979,96.5665236051502,0
Nepal,NPL,1992,0,0,0,5.30474040632054,94.6952595936795,0
Nepal,NPL,1993,0,0,0,6.64523043944266,93.3547695605573,0
Nepal,NPL,1994,0,0,0,8.01980198019802,91.980198019802,0
Nepal,NPL,1995,0,0,0,3.09364548494983,96.9063545150502,0
Nepal,NPL,1996,0,0,0,3.27600327600328,96.7239967239967,0
Nepal,NPL,1997,0,0,0,9.15312232677502,90.846877673225,0
Nepal,NPL,1998,0,0,0,9.52,90.48,0
Nepal,NPL,1999,0,0,0,4.53315290933694,95.4668470906631,0
Nepal,NPL,2000,0,0,0,1.62748643761302,98.372513562387,0
Nepal,NPL,2001,0,0,0,0.96411355115158,99.0358864488484,0
Nepal,NPL,2002,0,0,0,0.188412623645784,99.8115873763542,0
Nepal,NPL,2003,0,0,0,0.176444640494045,99.823555359506,0
Nepal,NPL,2004,0,0,0,0.578990901571547,99.4210090984284,0
Nepal,NPL,2005,0,0,0,0.631662060797473,99.3683379392025,0
Nepal,NPL,2006,0,0,0,0.473071324599709,99.5269286754003,0
Nepal,NPL,2007,0,0,0,0.322349570200573,99.6776504297994,0
Nepal,NPL,2008,0,0,0,0.320056899004267,99.6799431009957,0
Nepal,NPL,2009,0,0,0,0.417335473515249,99.5826645264847,0
Nepal,NPL,2010,0,0,0,0.0935162094763092,99.9064837905237,0
Nepal,NPL,2011,0,0,0,0.0572737686139748,99.942726231386,0
